Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-11-05,0.0,0.31910945996232265,0.3072906732559204,0.3072906732559204,18660163,0.0,0.0
1986-11-06,0.0,0.3151698643935219,0.2994114821183189,0.3072906732559204,2623553,0.0,0.0
1986-11-07,0.0,0.3072906972126103,0.29941150546073914,0.29941150546073914,2132915,0.0,0.0
1986-11-10,0.0,0.3072906732559204,0.2994114821183189,0.3072906732559204,172632,0.0,0.0
1986-11-11,0.0,0.3072906972126103,0.29941150546073914,0.29941150546073914,1460558,0.0,0.0
1986-11-12,0.0,0.3072906732559204,0.2994114821183189,0.3072906732559204,965377,0.0,0.0
1986-11-13,0.0,0.3151698643935219,0.3072906732559204,0.3072906732559204,899504,0.0,0.0
1986-11-14,0.0,0.3151697516441345,0.3033509691658045,0.3151697516441345,2378234,0.0,0.0
1986-11-17,0.0,0.31516988896448145,0.29941150546073914,0.29941150546073914,54515,0.0,0.0
1986-11-18,0.0,0.3072906972126103,0.29941150546073914,0.29941150546073914,140831,0.0,0.0
1986-11-19,0.0,0.3072906972126103,0.29941150546073914,0.29941150546073914,177175,0.0,0.0
1986-11-20,0.0,0.3072907331634964,0.29153162240982056,0.29153162240982056,152189,0.0,0.0
1986-11-21,0.0,0.3072907331634964,0.29153162240982056,0.29153162240982056,81773,0.0,0.0
1986-11-24,0.0,0.307290566399784,0.28365227580070496,0.28365227580070496,70416,0.0,0.0
1986-11-25,0.0,0.29941150546073914,0.28365239655077,0.29941150546073914,2096571,0.0,0.0
1986-11-26,0.0,0.29153162240982056,0.28365242973613847,0.29153162240982056,454295,0.0,0.0
1986-11-28,0.0,0.2915314641984253,0.28365227580070496,0.28365227580070496,129474,0.0,0.0
1986-12-01,0.0,0.29153162240982056,0.28365242973613847,0.29153162240982056,363436,0.0,0.0
1986-12-02,0.0,0.2915314990719001,0.2836523097316582,0.2875919044017792,322549,0.0,0.0
1986-12-03,0.0,0.2915314990719001,0.2875919044017792,0.2875919044017792,61330,0.0,0.0
1986-12-04,0.0,0.2915314641984253,0.28365227580070496,0.28365227580070496,29529,0.0,0.0
1986-12-05,0.0,0.29153162240982056,0.28365242973613847,0.29153162240982056,40887,0.0,0.0
1986-12-08,0.0,0.3230489492416382,0.28365228110974244,0.3230489492416382,1360613,0.0,0.0
1986-12-09,0.0,0.330928137786831,0.31516976069644537,0.3230489492416382,2398677,0.0,0.0
1986-12-10,0.0,0.3151697516441345,0.3151697516441345,0.3151697516441345,81773,0.0,0.0
1986-12-11,0.0,0.33092817664146423,0.31516979770087034,0.33092817664146423,674628,0.0,0.0
1986-12-12,0.0,0.330928137786831,0.31516976069644537,0.3230489492416382,820002,0.0,0.0
