Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-04-30,0.0,0.18022516856706294,0.17882807552814484,0.17882807552814484,8380000,0.0,0.0
1981-05-01,0.0,0.18721057811888628,0.18371784687042236,0.18371784687042236,7590000,0.0,0.0
1981-05-04,0.0,0.18162219663267556,0.18022510409355164,0.18022510409355164,1670000,0.0,0.0
1981-05-05,0.0,0.180923715086522,0.17882807552814484,0.17882807552814484,6280000,0.0,0.0
1981-05-06,0.0,0.18581346690449094,0.1830192655324936,0.1830192655324936,7850000,0.0,0.0
1981-05-07,0.0,0.1858135810297511,0.1844164878129959,0.1844164878129959,3910000,0.0,0.0
1981-05-08,0.0,0.1900047853815967,0.18860769271850586,0.18860769271850586,5310000,0.0,0.0
1981-05-11,0.0,0.1879091102667279,0.18581347167491913,0.18581347167491913,5710000,0.0,0.0
1981-05-12,0.0,0.18721056406945832,0.18581347167491913,0.18581347167491913,4390000,0.0,0.0
1981-05-13,0.0,0.18721056406945832,0.18581347167491913,0.18581347167491913,3680000,0.0,0.0
1981-05-14,0.0,0.18790919576705223,0.18721064925193787,0.18721064925193787,3120000,0.0,0.0
1981-05-15,0.0,0.19349750351136868,0.19279895722866058,0.19279895722866058,5780000,0.0,0.0
1981-05-18,0.0,0.19629172468321512,0.19559317827224731,0.19559317827224731,6580000,0.0,0.0
1981-05-19,0.0,0.19838737423808553,0.19699028134346008,0.19699028134346008,5250000,0.0,0.0
1981-05-20,0.0,0.20956411442369405,0.20886556804180145,0.20886556804180145,11750000,0.0,0.0
1981-05-21,0.0,0.22074087940843432,0.22004233300685883,0.22004233300685883,10130000,0.0,0.0
1981-05-22,0.0,0.22353502582374335,0.2228364795446396,0.2228364795446396,4560000,0.0,0.0
1981-05-26,0.0,0.2193437763044163,0.21864522993564606,0.21864522993564606,3370000,0.0,0.0
1981-05-27,0.0,0.20816694608692196,0.20676985383033752,0.20676985383033752,3470000,0.0,0.0
1981-05-28,0.0,0.20746839995862976,0.20676985383033752,0.20676985383033752,4660000,0.0,0.0
1981-05-29,0.0,0.21235830051495308,0.2109612077474594,0.2109612077474594,12800000,0.0,0.0
1981-06-01,0.0,0.2207408742417026,0.21934378147125244,0.21934378147125244,12530000,0.0,0.0
1981-06-02,0.0,0.2172480565143539,0.21585096418857574,0.21585096418857574,5440000,0.0,0.0
