Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-10-30,10.444090626027323,11.27961787610951,10.444090626027323,10.548531532287598,2106900,0.0,0
1997-10-31,10.966297268297113,11.01851773147948,10.600754026020544,10.914076805114746,488300,0.0,0
1997-11-03,10.861856571762017,11.645163536071777,10.861856571762017,11.645163536071777,155000,0.0,0
1997-11-04,11.592944189766857,11.592944189766857,10.86185761924102,11.175180435180664,258400,0.0,0
1997-11-05,11.175181132775766,11.488503968274152,11.175181132775766,11.279622077941895,58000,0.0,0
1997-11-06,11.331842679755631,11.59294504564862,11.227401733398438,11.227401733398438,57200,0.0,0
1997-11-07,10.861858367919922,11.12296073253338,10.809637894997229,10.861858367919922,67100,0.0,0
1997-11-10,10.861859590104482,10.96630054770164,10.757418632507324,10.757418632507324,85200,0.0,0
1997-11-11,10.65297622680664,10.65297622680664,10.130771509806316,10.182991981506348,167000,0.0,0
1997-11-12,10.026327243026014,10.130768151807535,9.713004516681451,9.974106788635254,82900,0.0,0
1997-11-13,9.869668673385272,9.869668673385272,9.190802574157715,9.190802574157715,133100,0.0,0
1997-11-14,9.190802574157715,9.347463981671766,9.138582104986364,9.190802574157715,68000,0.0,0
1997-11-17,9.29524338716841,9.29524338716841,9.138581981766697,9.243022918701172,31400,0.0,0
1997-11-18,9.138580524560176,9.138580524560176,8.616375923156738,8.616375923156738,71200,0.0,0
1997-11-19,8.51193836757115,8.564158848353795,7.885292598179409,8.041954040527344,70300,0.0,0
1997-11-20,8.14639426921976,9.086362838745117,8.14639426921976,9.086362838745117,39800,0.0,0
1997-11-21,9.138583314829859,9.295244743084085,8.773039982236664,9.086362838745117,21600,0.0,0
1997-11-24,9.138582413455088,9.138582413455088,8.616377704114798,8.668598175048828,14700,0.0,0
1997-11-25,8.720822787866359,8.720822787866359,8.25083832624482,8.56416130065918,142200,0.0,0
1997-11-26,8.459717465054457,8.459717465054457,8.146394595978366,8.198615074157715,46700,0.0,0
1997-11-28,8.146391025666269,8.146391025666269,8.041950115080803,8.094170570373535,1600,0.0,0
1997-12-01,8.877480058784943,8.929700529718973,8.564157233180769,8.668598175048828,194000,0.0,0
1997-12-02,8.77303955975701,9.399685242596796,8.720819086187026,8.877480506896973,85300,0.0,0
1997-12-03,8.929703184536525,8.981923670995803,8.407498319943745,8.773041725158691,25700,0.0,0
1997-12-04,8.668598175048828,8.825259587850915,8.407495820378681,8.668598175048828,40300,0.0,0
1997-12-05,8.77303825775323,9.399683847592746,8.77303825775323,9.034140586853027,137800,0.0,0
1997-12-08,9.034142362660376,9.138583314829859,8.981921886575632,9.086362838745117,28700,0.0,0
1997-12-09,9.03414358649143,9.08636406965034,8.98192310333252,8.98192310333252,38100,0.0,0
1997-12-10,8.82526165385579,8.98192310333252,8.77304117069688,8.98192310333252,74000,0.0,0
1997-12-11,8.877482137014699,8.98192310333252,8.56415923806124,8.98192310333252,20000,0.0,0
1997-12-12,9.034139604279488,9.138580524560176,8.564155463016395,8.616375923156738,14600,0.0,0
1997-12-15,8.511933034972142,8.668594379174083,7.93750810623169,7.9375081062316895,73300,0.0,0
1997-12-16,7.833071726902275,8.35527650869576,7.833071726902275,8.198615074157715,50600,0.0,0
1997-12-17,8.094172880456254,8.094172880456254,7.728629589080811,7.7286295890808105,49600,0.0,0
1997-12-18,7.67641019821167,7.728630675750525,7.624189720672815,7.67641019821167,30100,0.0,0
1997-12-19,7.728629360460255,7.93751123506729,7.624188423156738,7.624188423156738,180000,0.0,0
1997-12-22,7.72862997383907,7.72862997383907,7.5719685554504395,7.5719685554504395,14000,0.0,0
1997-12-23,7.624190987020299,7.624190987020299,7.049765638683153,7.206427097320557,90000,0.0,0
1997-12-24,7.2064250946044925,7.2064250946044925,6.7886613210042315,7.0497636795043945,88500,0.0,0
1997-12-26,6.632000861277106,6.945323736613033,6.475339423609143,6.840882778167725,98700,0.0,0
1997-12-29,6.945319971671472,6.945319971671472,6.527556364352887,6.788658618927002,199500,0.0,0
1997-12-30,6.893102564130511,7.624189199720111,6.78866161618914,7.310866355895996,140100,0.0,0
1997-12-31,7.3108661914693895,7.5719685554504395,7.10198430028455,7.5719685554504395,103800,0.0,0
1998-01-02,7.519750671386718,7.88529410680135,7.363089199066161,7.833073616027832,15400,0.0,0
1998-01-05,7.937508781001253,8.303051948547363,7.728626970974904,8.303051948547363,104300,0.0,0
1998-01-06,8.25083832624482,8.720822787866359,8.25083832624482,8.56416130065918,92700,0.0,0
1998-01-07,8.355276925223214,8.355276925223214,7.937513078962054,8.041954040527344,47600,0.0,0
1998-01-08,7.93750810623169,8.09416945043363,7.728626313962435,7.9375081062316895,67200,0.0,0
1998-01-09,7.833070155011107,7.937511090411255,7.833070155011107,7.885290622711182,17000,0.0,0
1998-01-12,7.937513078962054,8.041954040527344,7.937513078962054,8.041954040527344,15000,0.0,0
1998-01-13,8.041952410259762,8.094172880456254,7.728629589080811,7.7286295890808105,3500,0.0,0
1998-01-14,7.728629589080811,7.728629589080811,7.624188648687827,7.7286295890808105,16000,0.0,0
1998-01-15,7.728632634480793,7.833073616027831,7.624191652933756,7.833073616027832,21700,0.0,0
1998-01-16,7.780850059277303,7.885290999670287,7.676409118884319,7.7286295890808105,22700,0.0,0
1998-01-20,7.833070297763772,7.833070297763772,7.624188423156738,7.624188423156738,12900,0.0,0
1998-01-21,7.519747708294843,7.728629589080811,7.206424887115891,7.7286295890808105,44300,0.0,0
1998-01-22,7.624188191360897,7.728629125489129,7.310865388976203,7.519747257232666,17400,0.0,0
1998-01-23,7.624188191360897,7.624188191360897,7.519747257232666,7.519747257232666,31400,0.0,0
1998-01-26,7.519747257232666,7.519747257232666,7.415306323104434,7.519747257232666,7200,0.0,0
1998-01-27,7.467526753743489,8.146392822265625,7.415306286934094,8.146392822265625,39300,0.0,0
1998-01-28,8.146391025666269,8.146391025666269,7.937509204495338,8.094170570373535,27600,0.0,0
1998-01-29,7.9897285542990035,7.9897285542990035,7.833067210097062,7.9375081062316895,9800,0.0,0
1998-01-30,7.937511469866779,8.094172880456254,7.728629589080811,7.7286295890808105,11300,0.0,0
1998-02-02,7.93750810623169,8.041949002366318,7.833067210097062,7.9375081062316895,13000,0.0,0
1998-02-03,7.937514597574869,7.937514597574869,7.833073616027831,7.833073616027832,21100,0.0,0
1998-02-04,7.728629125489129,7.728629125489129,7.415306323104434,7.519747257232666,28200,0.0,0
1998-02-05,7.310866355895997,7.415307303837368,7.258645881925311,7.310866355895996,144500,0.0,0
1998-02-06,7.415306323104434,7.519747257232666,7.310865388976203,7.519747257232666,19300,0.0,0
1998-02-09,7.310865611246188,7.624188423156738,7.310865611246188,7.624188423156738,14100,0.0,0
1998-02-10,7.728626970974904,8.303051948547363,7.728626970974904,8.303051948547363,34300,0.0,0
