Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,2025,0.0,0.0
1980-03-18,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,1350,0.0,0.0
1980-03-19,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-03-20,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,2025,0.0,0.0
1980-03-21,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-03-24,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-03-25,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-03-26,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,3375,0.0,0.0
1980-03-27,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,2025,0.0,0.0
1980-03-28,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-03-31,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,675,0.0,0.0
1980-04-01,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,2700,0.0,0.0
1980-04-02,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-04-03,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-04-07,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,4050,0.0,0.0
1980-04-08,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,3375,0.0,0.0
1980-04-09,0.0,0.325711753084816,0.3049216568470001,0.3049216568470001,2025,0.0,0.0
1980-04-10,0.3049216568470001,0.3049216568470001,0.3049216568470001,0.3049216568470001,0,0.0,0.0
1980-04-11,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,4725,0.0,0.0
1980-04-14,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,675,0.0,0.0
1980-04-15,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-16,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-17,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-18,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,20250,0.0,0.0
1980-04-21,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,14850,0.0,0.0
1980-04-22,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,11475,0.0,0.0
1980-04-23,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-24,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-25,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,4050,0.0,0.0
1980-04-28,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-29,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-04-30,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-05-01,0.0,0.33264158520524095,0.31185150146484375,0.31185150146484375,1350,0.0,0.0
1980-05-02,0.31185150146484375,0.31185150146484375,0.31185150146484375,0.31185150146484375,0,0.0,0.0
1980-05-05,0.0,0.3465016314966669,0.32571154832839966,0.32571154832839966,6750,0.0,0.0
1980-05-06,0.0,0.353431727349799,0.3326416611671448,0.3326416611671448,1350,0.0,0.0
1980-05-07,0.0,0.353431727349799,0.3326416611671448,0.3326416611671448,2700,0.0,0.0
1980-05-08,0.0,0.353431727349799,0.3326416611671448,0.3326416611671448,6075,0.0,0.0
1980-05-09,0.3326416611671448,0.3326416611671448,0.3326416611671448,0.3326416611671448,0,0.0,0.0
1980-05-12,0.3326416611671448,0.3326416611671448,0.3326416611671448,0.3326416611671448,0,0.0,0.0
